"","level","stem"
"21225","A2","guultig"
"21226","A1","guunstig"
"21227","A2","gveicp"
"21228","B1","gymnasium"
"21230","B1","gymnast"
"21231","A2","haanysdausmach"
"21232","A1","haar"
"21251","A2","hab"
"22092","A2","habenhstlf"
"22093","B1","habt"
"22098","B1","hackfleisch"
"22100","A2","had"
"22101","B1","haf"
"22103","B1","hageln"
"22104","B1","hagelt"
"22106","B1","hahnch"
"22113","B1","halb"
"22125","A1","halbpension"
"22129","B1","halbtag"
"22130","B1","halbtagsbeschaft"
"22131","B1","half"
"22132","B1","halft"
"22137","A1","hall"
"22142","B1","hallenbad"
"22143","A1","hallo"
"22150","A2","hal"
"22155","B1","halsschmerz"
"22157","B1","halt"
"22174","B1","haltbar"
"22183","A1","haltestell"
"22194","A1","hamburg"
"22213","B1","hamm"
"22215","A1","hand"
"22223","B1","handarbeit"
"22232","B1","handel"
"22233","B1","handeln"
"22234","B1","handelt"
"22237","B1","handl"
"22238","B1","handlerin"
"22239","B1","handtasch"
"22242","A2","handtuch"
"22253","B1","handwerk"
"22254","B1","handwerkerin"
"22255","A1","handy"
"22268","B1","handynumm"
"22269","B1","handys"
"22270","B1","hang"
"22271","B1","hangt"
"22283","A2","hann"
"22284","B1","hannov"
"22285","A1","han"
"22291","A2","harea"
"22292","B1","harriett"
"22293","A2","hart"
"22301","B1","has"
"22303","A2","hasf"
"22304","B1","hass"
"22306","B1","hasslich"
"22309","B1","hasst"
"22311","A1","hast"
"22449","B1","hastdu"
"22450","A1","hat"
"23619","A2","hatt"
"23697","B1","haufig"
"23699","B1","haupt"
"23700","B1","hauptbahnhof"
"23706","B1","hauptgewinn"
"23707","B1","hauptroll"
"23709","B1","hauptstadt"
"23711","B1","hauptstrass"
"23712","A1","haus"
"23773","B1","hausarbeit"
"23774","B1","hausarzt"
"23775","B1","hausauf"
"23776","A2","hausaufgab"
"23789","B1","hausbewohn"
"23848","A1","hausfrau"
"23851","A2","haushalt"
"23857","A1","hausmann"
"23859","B1","hausmeist"
"23863","B1","hausmeisterin"
"23864","B1","hausn"
"23865","A2","hausnumm"
"23868","B1","hausordn"
"23869","B1","hausti"
"23870","A2","haustur"
"23872","B1","haut"
"23873","B1","hauus"
"23874","B1","heb"
"23877","B1","hebt"
"23879","A2","hector"
"23880","B1","heft"
"23882","A2","hei"
"23883","A2","heidelb"
"23884","A1","heidelberg"
"23892","B1","heidrun"
"23893","A2","heig"
"23894","B1","heim"
"23896","A1","heimat"
"23901","B1","heimlich"
"23902","B1","heimweh"
"23903","A2","heint"
"23904","A2","heirat"
"23907","A2","heiratet"
"23912","A2","heiss"
"23929","A1","heisst"
"23969","B1","heiz"
"23971","B1","heizt"
"23973","A2","heizung"
"23985","B1","held"
"23987","B1","heldin"
"23988","B1","helf"
"24040","A1","hell"
"24048","A2","hellblau"
"24050","A1","helmut"
"24051","A2","hemd"
"24057","A2","hen"
"24060","B1","hend"
"24061","B1","hendl"
"24062","B1","hendtf"
"24063","A2","hep"
"24064","A2","her"
"24082","B1","heraus"
"24086","B1","herausforder"
"24087","B1","herausgefund"
"24088","B1","herauskommt"
"24089","A2","herberg"
"24090","A2","herb"
"24098","A1","herd"
"24105","A2","herein"
"24111","B1","hergestellt"
"24112","B1","herkunft"
"24113","A1","herr"
"24162","B1","herrlich"
"24163","A2","herrn"
"24174","B1","herrscht"
"24175","B1","herstell"
"24177","A2","herti"
"24178","A2","herunt"
"24186","B1","herunterfahr"
"24187","B1","heruntergefahr"
"24188","B1","heruntergelad"
"24189","A2","herunterlad"
"24190","B1","herz"
"24194","A2","herzhc"
"24195","A1","herzlich"
"24215","A2","heut"
"24424","B1","heutig"
"24426","A2","hey"
"24427","B1","hielt"
"24430","A1","hier"
"24658","B1","hierh"
"24659","B1","hiess"
"24660","B1","hil"
"24661","B1","hilf"
"24679","B1","hilft"
"24680","A2","himmel"
"24686","A1","hin"
"24695","A2","hinaus"
"24696","A2","hinein"
"24697","B1","hineingelass"
"24698","B1","hing"
"24699","B1","hingefall"
"24700","B1","hingewies"
"24701","B1","hinstell"
"24702","A1","hint"
"24730","B1","hinterh"
"24731","B1","hinterlass"
"24734","B1","hinterlasst"
"24735","B1","hinterliess"
"24736","B1","hinunt"
"24737","B1","hinuntersturzt"
"24738","B1","hinweis"
"24741","B1","histor"
"24743","B1","hitz"
"24746","A2","hmachtfauf"
"24747","A2","hne"
"24748","A2","hnin"
"24749","B1","hob"
"24751","A2","hobbvs"
"24752","A2","hobby"
"24755","A2","hobbys"
"24758","A1","hoch"
"24780","A2","hochd"
"24781","B1","hochgelad"
"24782","B1","hochlad"
"24784","B1","hochst"
"24785","A1","hochzeit"
"24797","B1","hochzeitstermin"
"24798","B1","hof"
"24799","B1","hoff"
"24803","A2","hoffent"
"24809","B1","hoffnung"
"24811","B1","hofft"
"24813","B1","hoflich"
"24815","B1","hoh"
"24826","B1","hol"
"24840","A2","holt"
"24844","B1","holz"
"24847","B1","holzfussbod"
"24848","A2","homepag"
"24850","B1","honig"
"24851","B1","hor"
"24869","B1","horerin"
"24870","B1","horerinn"
"24871","B1","horst"
"24872","A1","hort"
"24890","A2","hos"
"24903","B1","hot"
"24904","A1","hotel"
"24932","B1","hotelbar"
"24933","A2","hre"
"24934","A2","htie"
"24935","B1","hub"
"24939","B1","hubsch"
"24941","B1","hugel"
"24943","B1","huhn"
"24944","B1","huhnch"
"24947","B1","humor"
"24949","A1","hund"
"24961","A2","hundert"
"24963","A1","hung"
"24976","B1","hungrig"
"24979","B1","hup"
"24980","B1","hupt"
"24982","B1","hust"
"24985","A2","hustet"
"24988","B1","hut"
"24991","B1","hutt"
"24992","A2","ibn"
"24993","A2","ibrahim"
"24994","A2","ibst"
"24995","A2","ice"
"24996","A1","ich"
"27087","B1","ichholz"
"27088","B1","icht"
"27090","B1","ideal"
"27091","A2","ide"
"27096","A2","ieccht"
"27097","A2","ieid"
"27098","A2","ier"
"27099","B1","iert"
"27100","A2","ihcgsthatt"
"27101","A1","ihm"
"27108","A1","ihn"
"27219","A1","ihr"
"27421","A1","iich"
"27432","B1","iihm"
"27433","B1","iihn"
"27434","B1","iihr"
"27435","A1","iim"
"27441","B1","iist"
"27446","A2","ilf"
"27447","A2","ilft"
"27448","B1","ill"
"27449","B1","illegal"
"27450","A2","ilspiel"
"27451","B1","ilud"
"27452","B1","imbiss"
"27454","A1","imm"
"27562","B1","immt"
"27563","B1","impf"
"27564","B1","impfung"
"27565","B1","import"
"27568","B1","ina"
"27569","A2","ind"
"27571","B1","individuell"
"27572","B1","industri"
"27576","A2","ine"
"27577","B1","infektion"
"27578","A1","information"
"27595","A2","informi"
"27601","A2","informiert"
"27606","A2","infotafel"
"27607","B1","infrag"
"27608","A2","ing"
"27610","B1","ingenieur"
"27611","B1","ingt"
"27612","B1","inhalt"
"27614","B1","inhaltspunkt"
"27615","B1","inklusiv"
"27617","B1","inland"
"27618","B1","inn"
"27619","B1","innenstadt"
"27622","B1","innerhalb"
"27624","A1","ins"
"27690","A2","insel"
"27694","B1","inserat"
"27695","B1","insgesamt"
"27696","B1","installi"
"27697","B1","installiert"
"27699","A1","institut"
"27718","A2","instrument"
"27721","A2","int"
"27722","B1","integration"
"27723","B1","integri"
"27724","B1","integriert"
"27727","A2","intelligent"
"27730","B1","intelligenz"
"27731","B1","intelligenzt"
"27732","B1","intensiv"
"27733","B1","intensivkur"
"27735","A2","interessant"
"27747","B1","interess"
"27750","A2","interessi"
"27760","A2","interessiert"
"27774","B1","interkulturel"
"27775","B1","interkulturell"
"27776","A1","international"
"27783","A1","internet"
"27799","B1","internetforum"
"27800","B1","internetnutz"
"27801","A2","interview"
"27805","A1","inventar"
"27823","B1","inzwisch"
"27826","A2","iot"
"27827","B1","irgend"
"27828","B1","irgendein"
"27830","B1","irgendwann"
"27832","B1","irina"
"27833","B1","irr"
"27834","B1","irrst"
"27835","B1","irrt"
"27837","A2","ise"
"27838","A2","isr"
"27839","B1","iss"
"27840","A2","isst"
"27851","A1","ist"
"29306","A2","itali"
"29311","B1","itat"
"29312","A2","ite"
"29313","A2","itnf"
"29314","A2","itt"
"29315","B1","iud"
"29316","B1","iug"
"29317","A2","iutt"
"29318","A2","ıch"
"29319","B1","jaann"
"29320","A1","jack"
"29340","A2","jahr"
"29417","B1","jahreszeit"
"29418","B1","jahrhun"
"29419","A2","jakob"
"29420","A2","jalfurchtbar"
"29421","A2","jam"
"29422","A2","jana"
"29423","B1","janis"
"29424","B1","januar"
"29425","A1","japan"
"29427","A2","jauf"
"29428","B1","jaus"
"29431","B1","jdn"
"29432","B1","jean"
"29438","A1","jed"
"29498","B1","jederzeit"
"29506","B1","jedoch"
"29507","A2","jein"
"29508","B1","jemal"
"29509","A2","jemand"
"29521","B1","jennif"
"29522","A2","jenny"
"29523","A1","jetzt"
"29623","B1","jeweil"
"29624","B1","jja"
"29625","A1","jjed"
"29627","B1","jjemand"
"29628","B1","jjetzt"
"29633","B1","jjung"
"29638","A1","job"
"29650","A2","jogg"
"29652","A2","joggt"
"29653","B1","john"
"29654","B1","jonas"
"29655","B1","jorg"
"29656","A2","jos"
"29659","B1","journalist"
"29660","B1","journalistin"
"29661","A2","jrel"
"29662","A2","juan"
"29663","A2","judith"
"29665","B1","jugenad"
"29666","A1","jugena"
"29667","B1","jugend"
"29669","B1","jugendherberg"
"29682","A2","juli"
"29688","A2","julia"
"29691","A2","julla"
"29692","A1","jung"
"29716","A2","juni"
"29723","B1","kaampft"
"29724","B1","kabel"
"29727","B1","kabin"
"29728","A2","kaff"
"29729","A1","kaffe"
"29781","B1","kaffeehaus"
"29782","B1","kaffeemaschin"
"29784","B1","kais"
"29785","B1","kakao"
"29786","A2","kalend"
"29790","A1","kalt"
"29825","B1","kam"
"29836","A2","kamera"
"29843","B1","kampf"
"29845","B1","kampft"
"29847","A2","kanada"
"29849","B1","kanal"
"29850","B1","kandidat"
"29852","A1","kann"
"30093","B1","kannch"
"30190","B1","kannt"
"30191","B1","kantin"
"30193","B1","kapitel"
"30194","A1","kaputt"
"30230","B1","kaputtgeh"
"30231","B1","kaputtgemacht"
"30232","B1","kaputtmach"
"30233","B1","karim"
"30234","B1","karl"
"30236","B1","karneval"
"30239","B1","karott"
"30242","B1","karri"
"30243","A1","kart"
"30279","B1","kartenburo"
"30280","A2","kartenspiel"
"30281","A2","kartoffel"
"30284","A2","kartoffeln"
"30298","A2","kas"
"30311","A2","kasebrotch"
"30312","A1","kass"
"30322","B1","kassett"
"30323","B1","kast"
"30328","B1","katalog"
"30329","B1","katarina"
"30330","B1","katastroph"
"30331","B1","katharina"
"30332","A2","katz"
"30338","A2","kau"
"30339","B1","kauf"
"30394","B1","kauferin"
"30395","A2","kaufhaus"
"30399","B1","kaufmann"
"30401","A1","kauft"
"30411","B1","kaugummi"
"30412","B1","kaum"
"30421","A1","kein"
"30582","A2","kell"
"30587","B1","kelln"
"30592","B1","kellnerin"
"30594","A2","ken"
"30595","A2","kenn"
"30623","A2","kennengelernt"
"30628","A1","kennenlern"
"30643","B1","kennt"
"30645","B1","kenntnis"
"30647","B1","kennzeich"
"30648","B1","kerz"
"30650","A2","kett"
"30653","A2","kfank"
"30654","B1","kiel"
"30655","A1","kilo"
"30664","A1","kilomet"
"30668","A1","kind"
"30801","B1","kinderbetreu"
"30802","A1","kinderbett"
"30803","B1","kindererzieh"
"30804","A1","kindergart"
"30830","B1","kindheit"
"30831","A1","kino"
"30852","B1","kinokart"
"30853","A2","kinoprogramm"
"30854","A1","kiosk"
"30861","A2","kirch"
"30864","B1","kiss"
"30865","B1","kist"
"30867","A2","kiu"
"30868","A2","kla"
"30869","B1","klag"
"30870","B1","klagt"
"30872","B1","klang"
"30873","B1","klapp"
"30875","A2","klappt"
"30878","A1","klar"
"30886","B1","klara"
"30889","B1","klart"
"30891","A1","klass"
"30903","B1","klassenar"
"30904","B1","klassenarbeit"
"30905","A2","klassenparty"
"30906","A1","klassenzimm"
"30907","A2","klaus"
"30909","A2","klavi"
"30919","B1","kleb"
"30921","B1","klebt"
"30923","B1","klei"
"30924","A2","kleid"
"30951","A1","kleidung"
"30955","A1","klein"
"31005","B1","kleingeld"
"31013","B1","klett"
"31014","B1","klettert"
"31016","B1","klick"
"31019","B1","klickt"
"31021","B1","klima"
"31022","B1","klimaanlag"
"31023","B1","klingel"
"31024","B1","klingeln"
"31025","B1","klingelt"
"31028","B1","kling"
"31029","B1","klingt"
"31031","B1","klinik"
"31032","B1","klopf"
"31033","B1","klopft"
"31036","B1","kloss"
"31038","A2","klub"
"31040","A2","klug"
"31046","A2","kmo"
"31047","B1","knapp"
"31052","B1","kneip"
"31054","B1","knie"
"31057","B1","knoblauch"
"31058","B1","knoch"
"31059","B1","knodel"
"31062","B1","knopf"
"31066","B1","knopfdruck"
"31067","B1","koch"
"31085","B1","kochend"
"31086","B1","kochin"
"31087","A2","kocht"
"31093","A2","koff"
"31111","A1","kolleg"
"31135","A2","kollegin"
"31142","B1","kollwitzstrass"
"31143","A1","koln"
"31154","B1","kom"
"31155","B1","komik"
"31156","A2","komisch"
"31164","A1","komm"
"31350","A1","kommt"
"31441","B1","kommunikation"
"31442","B1","komplett"
"31444","B1","kompliziert"
"31445","B1","kompromiss"
"31446","A2","komst"
"31447","B1","konferenz"
"31450","B1","konfitur"
"31451","B1","konflikt"
"31453","B1","konig"
"31455","B1","konkurrenz"
"31457","A1","konn"
"31611","A2","konnt"
"31636","B1","konsulat"
"31637","B1","konsum"
"31638","B1","konsumi"
"31639","B1","konsumiert"
"31642","A2","kontakt"
"31646","A2","kontaktdat"
"31648","B1","kont"
"31649","A1","konto"
"31660","B1","kontonumm"
"31661","B1","kontroll"
"31663","A2","kontrolli"
"31670","A2","kontrolliert"
"31674","B1","konzent"
"31675","B1","konzentri"
"31676","B1","konzentriert"
"31678","A2","konzert"
"31696","A1","kopf"
"31701","B1","kopfkiss"
"31702","B1","kopfschmerz"
"31707","B1","kopi"
"31714","A2","korp"
"31719","B1","korrekt"
"31720","B1","korridor"
"31723","B1","korrigi"
"31724","B1","korrigiert"
"31726","A2","kosmet"
"31727","A2","kost"
"31745","A2","kostenlos"
"31750","A1","kostet"
"31782","B1","kostum"
"31786","A2","kpnnen"
"31787","B1","kraft"
"31789","B1","kraftfahrzeug"
"31791","B1","kraftig"
"31793","B1","kraftwerk"
"31794","A1","krank"
"31834","A2","krankenhaus"
"31853","B1","krankenkass"
"31857","B1","krankenpfleg"
"31859","A2","krankenschw"
"31863","B1","krankenwag"
"31865","A2","krankheit"
"31870","B1","kreativ"
"31872","A2","kredit"
"31878","B1","kreditkart"
"31880","B1","kreis"
"31884","B1","kreuz"
"31889","A2","kreuzung"
"31897","B1","krieg"
"31903","B1","kriegt"
"31905","B1","krimi"
"31906","B1","kriminal"
"31907","B1","kriminalpolizei"
"31908","B1","kriminalpolizel"
"31909","B1","krimis"
"31910","B1","kris"
"31911","B1","kritik"
"31913","B1","kritisch"
"31915","B1","kritisi"
"31917","B1","kritisiert"
"31919","A2","kti"
"31920","A1","kuch"
"31959","B1","kuchenmaschin"
"31960","A2","kugelschrab"
"31961","A1","kugelschreib"
"31966","B1","kuh"
"31967","A2","kuhl"
"31971","A1","kuhlschrank"
"31983","B1","kuli"
"31984","B1","kulis"
"31985","A2","kultur"
"31989","A1","kulturell"
"31993","B1","kumm"
"32004","A2","kummert"
"32010","B1","kun"
"32011","A2","kund"
"32015","B1","kundig"
"32017","B1","kundigt"
"32021","A2","kundin"
"32025","A2","kunst"
"32030","B1","kunstl"
"32031","B1","kunstlerin"
"32032","B1","kunstlich"
"32034","A2","kunstmuseum"
"32035","B1","kunststoff"
"32036","A2","kunz"
"32037","A1","kur"
"32067","A2","kursbuch"
"32068","B1","kurs"
"32071","B1","kursgrupp"
"32072","B1","kursleit"
"32073","B1","kursleiterin"
"32074","A2","kurstag"
"32075","B1","kurv"
"32078","A1","kurz"
"32104","A2","kurzg"
"32105","B1","kurzlich"
"32106","A2","kurzz"
"32107","B1","kuss"
"32109","B1","kusst"
"32111","B1","kust"
"32113","B1","kuvert"
"32116","A2","laang"
"32117","A2","lab"
"32118","B1","lacheln"
"32119","B1","lachelt"
"32121","A1","lach"
"32129","A2","lacht"
"32133","B1","lad"
"32148","A2","ladt"
"32153","B1","ladung"
"32154","B1","lag"
"32161","A2","lamp"
"32168","A2","lanchmal"
"32169","A1","land"
"32205","B1","landet"
"32207","A2","landschaft"
"32210","B1","landstrass"
"32211","B1","landung"
"32212","B1","landwirtschaft"
"32213","A1","lang"
"32303","B1","langeweil"
"32304","A2","langsam"
"32312","B1","langweil"
"32322","B1","langweilt"
"32324","A2","langwell"
"32325","B1","langzeitstudier"
"32326","A2","laptop"
"32328","A2","lara"
"32329","B1","larm"
"32331","B1","lar"
"32332","B1","larzt"
"32333","B1","las"
"32334","A2","lass"
"32383","B1","lasst"
"32389","B1","last"
"32390","A1","lastkraftwag"
"32391","B1","lauf"
"32405","B1","lauft"
"32412","B1","laufwerk"
"32413","B1","laun"
"32414","A2","laura"
"32415","A1","laut"
"32437","B1","lautsprech"
"32438","A2","lch"
"32439","A2","lcht"
"32440","A2","lclh"
"32441","A2","ldhetr"
"32442","A1","leb"
"32469","B1","lebenslauf"
"32471","A2","lebensmittel"
"32476","B1","lebensmitteln"
"32477","B1","lebensmittelpreis"
"32479","A1","lebt"
"32488","B1","leck"
"32491","A2","led"
"32493","A1","ledig"
"32500","A2","leer"
"32506","A2","lef"
"32507","B1","leg"
"32515","B1","legst"
"32516","B1","legt"
"32519","B1","lehnt"
"32521","B1","lehr"
"32537","B1","lehrerin"
"32545","B1","lehrling"
"32546","B1","lehrstell"
"32548","A1","leicht"
"32560","A2","leid"
"32655","B1","leidet"
"32658","B1","leidgetan"
"32659","A2","leidtun"
"32660","A2","leig"
"32661","A2","leih"
"32669","B1","leiht"
"32670","A1","leis"
"32681","B1","leist"
"32683","B1","leistet"
"32685","B1","leistung"
"32687","B1","leit"
"32690","B1","leiterin"
"32691","B1","leitet"
"32693","B1","leitung"
"32696","B1","leld"
"32697","A2","lena"
"32698","A2","lénd"
"32699","B1","leonid"
"32700","A2","ler"
"32701","B1","lerin"
"32702","B1","lern"
"32728","B1","lernerin"
"32729","A2","lernt"
"32735","A1","les"
"32770","B1","leserbrief"
"32771","B1","leserin"
"32772","B1","leserinn"
"32773","A2","letzt"
"32803","A1","leut"
"32833","B1","lexika"
"32834","B1","lexikon"
"32835","B1","lich"
"32836","A1","licht"
"32866","B1","lichtschalt"
"32868","B1","lieb"
"32921","A2","liebl"
"32922","A1","liebling"
"32925","A2","lieblingsband"
"32926","B1","lieblingsess"
"32928","A2","lieblingsfach"
"32929","A2","lieblingsfarb"
"32931","B1","lieblingsfilm"
"32932","A2","lieblingsgemus"
"32933","B1","lieblingsgericht"
"32934","B1","lieblingsgetrank"
"32935","A1","lieblingslied"
"32936","A2","lieblingsmannschaft"
"32937","A2","lieblingssang"
"32938","A2","lieblingsti"
"32955","A2","liebt"
"32961","A1","lied"
"32968","B1","lief"
"32976","B1","liefert"
"32978","B1","liefer"
"32979","A2","lieg"
"32988","A1","liegt"
"33035","B1","lieh"
"33036","B1","lienstand"
"33037","A1","lies"
"33038","B1","liess"
"33041","A2","liest"
"33046","B1","lift"
"33048","B1","limonad"
"33049","B1","lini"
"33055","A2","link"
"33091","B1","lipp"
"33093","A2","lisa"
"33100","B1","list"
"33105","B1","lit"
"33106","B1","literatur"
"33107","B1","litt"
"33108","A2","lknegksagretteratr"
"33109","B1","lkw"
"33110","B1","lkws"
"33111","A2","llch"
"33112","B1","lleb"
"33113","A2","llegt"
"33114","A2","llkomm"
"33115","A2","lll"
"33116","A2","lnc"
"33117","B1","lob"
"33118","B1","lobt"
"33120","B1","loch"
"33122","A2","lochl"
"33123","B1","lock"
"33124","A2","loffel"
"33127","B1","logisch"
"33128","B1","lohn"
"33132","B1","lohnerhoh"
"33133","B1","lohnt"
"33135","A1","lokal"
"33143","A2","london"
"33144","B1","los"
"33150","B1","losch"
"33151","B1","loscht"
"33157","B1","losfahr"
"33160","B1","losgefahr"
"33161","B1","losig"
"33162","B1","lost"
"33164","A1","losung"
"33174","A2","lott"
"33175","B1","lotto"
"33176","A2","lsc"
"33177","A2","lucia"
"33178","B1","lud"
"33179","B1","ludin"
"33180","B1","luft"
"33185","A2","lug"
"33190","A2","lugt"
"33192","B1","luigi"
"33193","A2","luis"
"33194","B1","lung"
"33195","A2","lusehumtrana"
"33196","A2","lust"
"33203","A1","lustig"
"33210","B1","maantel"
"33211","A1","mach"
"33403","A2","machs"
"33413","A1","macht"
"33469","A2","macn"
"33470","B1","madch"
"33480","A1","mag"
"33507","B1","magazin"
"33512","B1","magenschmerz"
"33515","A2","magst"
"33520","B1","mahlzeit"
"33522","B1","mahnung"
"33523","B1","mai"
"33528","B1","maier"
"33529","A1","mail"
"33544","A2","mailbox"
"33547","A2","main"
"33550","A1","mainz"
"33553","A1","mal"
"33660","B1","malerin"
"33661","B1","mali"
"33662","A2","mall"
"33663","B1","malt"
"33668","B1","mama"
"33669","A1","man"
"33765","B1","manch"
"33771","A2","manchmal"
"33782","B1","mangel"
"33784","A1","mann"
"33824","A2","mannheim"
"33827","A2","mannlich"
"33836","B1","mannn"
"33837","A2","mannschaft"
"33854","A2","mantel"
"33861","B1","mapp"
"33862","A2","mar"
"33863","B1","march"
"33864","B1","margarin"
"33865","B1","maria"
"33870","B1","marill"
"33872","B1","mario"
"33873","A2","mark"
"33875","B1","markenschuh"
"33876","B1","marki"
"33879","B1","markiert"
"33881","A2","markt"
"33897","A2","marla"
"33898","B1","marmelad"
"33899","A1","marquez"
"33900","A2","marz"
"33905","A2","maschin"
"33912","B1","mass"
"33915","B1","mat"
"33916","B1","material"
"33917","B1","mathemat"
"33919","B1","matura"
"33921","B1","mau"
"33922","B1","maus"
"33924","B1","maustast"
"33925","B1","mavu"
"33926","A2","max"
"33927","B1","maximal"
"33929","A2","mcht"
"33930","B1","mechan"
"33933","B1","mechanikerin"
"33934","B1","medi"
"33935","B1","medika"
"33936","A2","medikament"
"33952","B1","medizin"
"33957","A2","meei"
"33958","A2","meen"
"33959","A1","meer"
"33969","B1","mehl"
"33970","A1","mehr"
"34070","B1","mehrheit"
"34071","B1","mehrwertsteu"
"34072","A2","mei"
"34073","A1","meier"
"34087","A1","mein"
"34749","B1","meinetweg"
"34752","B1","meint"
"34754","A2","meinung"
"34772","A2","meist"
"34798","B1","meld"
"34804","B1","meldet"
"34808","B1","meldung"
"34809","A2","meln"
"34812","A2","mem"
"34813","B1","men"
"34817","A2","meng"
"34825","B1","mensa"
"34826","A2","mensch"
"34844","B1","menschlich"
"34845","B1","ment"
"34846","B1","menu"
"34847","A2","mer"
"34850","B1","merced"
"34851","A2","merk"
"34855","B1","merkt"
"34857","B1","merkwurd"
"34859","A1","mert"
"34860","B1","mess"
"34863","A2","messeplatz"
"34872","B1","metall"
"34874","A2","met"
"34879","B1","method"
"34880","B1","metropol"
"34882","B1","metzg"
"34884","B1","mey"
"34887","A2","mgssen"
"34888","A1","mich"
"35091","A2","michael"
"35095","A1","michaela"
"35096","A2","michel"
"35097","A1","miet"
"35113","B1","mieterin"
"35114","B1","mietet"
"35116","B1","mietvertrag"
"35117","B1","migrant"
"35119","B1","migrantin"
"35120","B1","migration"
"35121","A1","milch"
"35139","B1","mild"
"35141","B1","million"
"35142","B1","mind"
"35143","A2","mindest"
"35150","A2","mineral"
"35151","A2","mineralwass"
"35156","B1","minimal"
"35158","B1","minist"
"35159","B1","minut"
"35198","B1","mio"
"35199","A1","mir"
"35594","B1","mirko"
"35595","B1","misch"
"35596","B1","mischt"
"35598","B1","miss"
"35599","B1","misserfolg"
"35600","B1","misst"
"35601","B1","misstrau"
"35602","B1","missverstand"
"35603","B1","missverstandnis"
"35604","A1","mit"
"35935","A2","mitarbeit"
"35940","B1","mitarbeiterin"
"35942","A1","mitbring"
"35949","B1","mitdiskuti"
"35950","B1","miteinand"
"35951","B1","mitfahr"
"35952","B1","mitg"
"35953","B1","mitgeb"
"35954","B1","mitgebracht"
"35955","B1","mitgeteilt"
"35956","B1","mitglied"
"35959","B1","mitgliedsausweis"
"35960","B1","mitgliedsbeitrag"
"35961","B1","mitkomm"
"35963","A2","mitmach"
"35964","A1","mitnehm"
"35969","B1","mitspiel"
"35971","B1","mittag"
"35973","A2","mittagess"
"35982","A2","mittagspaus"
"35983","A1","mitt"
"35993","B1","mitteil"
"35994","A2","mittel"
"36007","B1","mittl"
"36009","B1","mittlerweil"
"36010","A2","mittwochab"
"36011","B1","mittwoch"
"36012","B1","mmach"
"36013","A2","mmacht"
"36014","A2","mmein"
"36015","A2","mmen"
"36016","A2","mmer"
"36017","A2","mmmanch"
"36018","A2","mmmanchmal"
"36019","B1","mmmog"
"36020","B1","mmmuss"
"36021","A2","mmoglich"
"36022","A2","mmten"
"36023","B1","mmuss"
"36024","B1","mmuuss"
"36026","A2","mnot"
"36027","A1","mobel"
"36039","B1","mobelfirma"
"36040","B1","mobil"
"36043","B1","mobilbox"
"36044","B1","mobilitat"
"36045","B1","mobiltelefon"
"36047","B1","mobliert"
"36050","A2","mocet"
"36051","A2","mocht"
"36279","A2","mochtet"
"36280","B1","modalverb"
"36285","A2","mod"
"36290","B1","modell"
"36296","B1","modern"
"36299","B1","modul"
"36300","B1","mog"
"36301","A1","moglich"
"36312","B1","moglicherweis"
"36319","B1","mohamed"
"36320","B1","mohr"
"36323","A2","molly"
"36324","A1","moment"
"36348","A1","monat"
"36371","A2","monats"
"36372","B1","mond"
"36373","B1","mone"
"36374","B1","monitor"
"36375","B1","monnnail"
"36376","B1","monopoly"
"36377","A1","montag"
"36387","A1","morg"
"36482","A2","morgenn"
"36490","A2","motor"
"36495","B1","motorrad"
"36497","A2","motorroll"
"36499","A2","mount"
"36500","A2","mrpen"
"36501","B1","muck"
"36502","A1","mud"
"36512","B1","muh"
"36516","A2","mull"
"36527","B1","mullabfuhr"
"36563","B1","mullsack"
"36564","B1","mulltonn"
"36565","A1","munch"
"36585","B1","munchn"
"36586","A1","mund"
"36592","B1","mundlich"
"36594","A2","mun"
"36595","B1","munz"
"36597","B1","muse"
"36598","A2","museum"
"36604","A2","musik"
"36630","B1","musikal"
"36632","B1","musikanlag"
"36635","B1","musikerin"
"36636","B1","musikgrupp"
"36637","B1","musikinstrument"
"36638","B1","musikkassett"
"36639","B1","musikunterricht"
"36640","B1","musili"
"36641","B1","muskel"
"36642","B1","muskeln"
"36643","B1","musli"
"36644","A1","muss"
"36939","A2","musss"
"36940","A1","musst"
"36995","B1","mut"
"36997","B1","mutig"
"36998","A1","mutt"
"37018","B1","muttersprach"
"37020","A2","mutz"
"37022","B1","muuesli"
"37023","B1","muuss"
"37024","B1","mwas"
"37025","B1","mwer"
"37026","B1","mwir"
"37031","B1","naach"
"37032","A2","nac"
"37033","A1","nach"
"37174","A2","nachbar"
"37188","A2","nachbarin"
"37195","B1","nachbarland"
"37196","A2","nachbarn"
"37214","B1","nachbarschul"
"37215","B1","nachd"
"37217","B1","nachdenk"
"37218","B1","nachfrag"
"37219","B1","nachgedacht"
"37220","B1","nachgeschlag"
"37221","B1","nachh"
"37222","B1","nachhilf"
"37223","B1","nachmittag"
"37225","B1","nachnam"
"37226","A2","nachricht"
"37243","B1","nachschau"
"37244","B1","nachschlag"
"37246","B1","nachseh"
"37247","B1","nachsend"
"37248","B1","nachspeis"
"37323","A2","nacht"
"37334","B1","nachteil"
"37335","B1","nachtisch"
"37337","B1","nachwuch"
"37339","A2","nacn"
"37340","A2","nacndamn"
"37341","A2","nad"
"37342","B1","nadel"
"37343","A2","nadin"
"37344","B1","nagel"
"37346","B1","nah"
"37360","B1","nahert"
